NIP,Label,MD,MI,MS,MC,LD,LI,LS,LC,CD,CI,CS,CC,N,G,A,L,P,I,T,V,X,S,B,O,R,D,C,Z,E,K,F,W,DA,FLX,KM,KN,KP,KV,KS,KI,LB,MB,OH,PM,SK
21937729,HA,4,2,3,6,6,4,4,4,-2,-2,-1,2,8,3,3,7,4,8,4,3,2,6,5,2,3,2,7,6,2,5,4,6,4,3,3,3,3,3,2,3,3,2,3,3,3
21817702,HA,7,6,3,3,6,6,3,3,1,0,0,0,6,7,6,4,7,2,0,4,3,8,4,5,5,5,4,4,6,8,2,6,1,3,4,2,3,3,4,3,2,4,4,3,3
21927704,HA,6,2,7,7,6,7,0,5,0,-5,7,2,5,7,4,5,7,2,4,4,3,0,3,5,8,5,4,4,6,4,4,6,3,3,2,2,3,3,3,2,2,2,3,2,3
21977701,HA,5,0,8,5,5,7,5,2,0,-7,3,3,8,1,4,4,3,4,6,3,3,5,5,7,4,6,7,3,5,8,3,5,5,3,2,3,3,4,2,3,4,2,3,2,4
21877791,HA,9,2,4,4,6,6,1,6,3,-4,3,-2,6,8,3,8,4,4,3,3,3,4,8,8,4,3,3,6,5,0,5,2,3,2,3,3,3,3,2,2,2,2,3,2,3
21977703,HA,6,3,5,2,4,4,9,4,2,-1,-4,-2,4,5,5,3,8,5,7,3,2,4,4,4,7,3,4,3,4,5,1,7,3,3,2,5,3,5,3,3,5,3,4,3,3
21207701,HA,1,3,3,9,6,7,3,1,-5,-4,0,8,9,8,6,0,3,5,6,5,0,3,2,4,5,6,5,5,2,4,4,8,3,2,1,4,4,5,3,2,4,3,3,2,4
21847708,HA,1,5,6,5,7,3,6,5,-6,2,0,0,7,7,8,4,4,2,6,2,4,6,4,4,5,4,5,1,4,3,4,6,2,3,2,1,4,2,4,4,2,3,4,3,3
21887721,HA,9,4,4,2,4,3,4,8,5,1,0,-6,8,7,3,7,6,6,5,6,4,4,2,2,3,2,3,6,2,5,3,7,2,2,4,3,3,4,3,3,4,3,3,3,2
21897712,HA,5,2,6,3,5,5,4,5,0,-3,2,-2,7,4,7,3,4,3,4,2,1,3,4,5,7,8,5,4,6,3,3,7,3,3,1,3,3,5,4,2,3,3,4,2,3
21887734,HA,11,2,3,1,5,6,2,5,6,-4,1,-4,8,3,7,8,5,6,5,2,2,4,4,4,6,1,5,5,5,3,2,6,4,3,3,5,3,5,3,2,4,3,3,3,2
21887743,HSP,8,0,3,7,3,7,5,3,5,-7,-2,4,5,4,7,6,6,4,4,3,3,1,5,4,7,7,6,5,3,7,4,5,4,2,4,2,4,3,3,2,2,3,3,3,3
21937703,HA,5,5,5,3,10,3,2,4,-5,2,3,-1,6,4,2,3,5,4,3,3,4,6,7,7,6,4,7,3,5,3,4,4,4,4,3,5,3,5,3,4,5,2,3,3,3
21887756,HA,1,3,5,6,5,10,4,2,-4,-7,1,4,3,7,7,5,7,1,3,5,4,4,5,6,3,3,9,3,5,1,5,4,3,3,3,3,4,4,3,3,3,3,3,2,3
21887762,HA,5,2,7,7,8,7,2,3,-3,-5,5,4,6,7,7,2,3,1,7,1,4,5,2,4,7,5,6,5,4,6,4,8,3,2,2,3,4,4,3,3,3,3,4,3,4
21887763,HA,1,8,2,2,7,5,5,4,-6,3,-3,-2,3,9,3,3,7,4,2,2,4,6,3,7,3,7,3,7,6,7,3,6,3,3,2,2,2,4,3,4,4,2,2,2,2
21937704,HA,6,0,5,8,7,7,2,3,-1,-7,3,5,7,7,8,0,4,4,2,5,2,4,4,8,3,6,9,4,5,2,4,2,5,2,2,5,4,5,2,3,5,3,3,3,3
21937717,HA,1,9,6,2,1,1,5,12,0,8,1,-10,7,6,5,2,2,5,4,5,1,9,7,6,3,0,6,8,5,2,2,5,3,4,2,3,3,2,3,3,2,3,4,3,2
21887778,HA,5,4,7,4,7,4,0,8,-2,0,7,-4,5,4,4,7,4,5,6,4,2,6,5,5,5,3,3,5,2,4,4,7,3,4,3,5,2,5,4,4,5,2,3,2,2
21947702,HA,3,5,7,4,4,7,5,4,-1,-2,2,0,8,5,6,5,5,6,3,2,3,5,2,5,6,3,4,6,6,4,3,3,4,3,4,2,4,4,4,3,3,3,4,3,3
21947722,HA,6,2,2,8,5,4,4,5,1,-2,-2,3,7,4,7,0,3,2,6,4,1,2,4,4,8,9,6,7,4,5,2,5,2,2,2,4,4,4,3,2,4,3,4,3,3
21947723,HA,1,0,5,10,9,8,1,2,-8,-8,4,8,6,5,5,3,3,6,3,1,2,2,6,7,6,8,8,4,3,2,2,8,4,2,2,2,4,5,2,2,4,3,3,3,3
21957704,HA,6,4,1,6,2,4,8,4,4,0,-7,2,6,2,4,4,8,9,4,2,5,3,1,2,5,7,5,6,4,6,3,4,4,2,4,5,3,5,2,3,5,2,3,3,3
21897745,HA,3,6,4,3,6,4,1,7,-3,2,3,-4,5,7,4,2,5,4,2,6,2,5,3,7,6,2,3,5,8,5,5,5,5,4,2,4,2,4,3,3,4,2,3,2,2
21957706,HA,2,5,5,5,7,5,2,5,-5,0,3,0,7,4,6,3,2,4,3,3,2,6,3,5,5,5,6,7,6,5,4,4,2,3,3,5,4,5,4,4,4,3,5,3,4
21957707,HA,4,4,4,6,6,6,3,4,-2,-2,1,2,5,5,2,5,6,5,5,1,3,3,6,6,7,1,6,8,7,4,2,3,5,2,3,4,3,4,3,3,3,2,3,3,3
21957709,HA,3,5,8,3,6,5,4,4,-3,0,4,-1,8,3,4,4,3,2,2,5,1,9,8,5,4,4,5,5,7,2,3,6,4,3,3,2,3,5,3,3,4,2,3,3,3
21957710,HA,5,1,5,6,8,5,3,3,-3,-4,2,3,7,8,6,3,5,3,4,5,4,5,4,3,3,3,6,2,5,6,4,4,4,3,2,2,4,3,3,3,3,3,4,2,4
21907719,HA,4,3,6,3,8,3,4,5,-4,0,2,-2,8,5,5,6,7,5,4,1,5,3,3,3,5,5,7,6,4,2,2,4,3,3,4,2,4,2,3,3,3,3,4,3,3
21907723,HA,5,2,7,6,7,9,1,4,-2,-7,6,2,8,1,3,3,5,8,1,6,3,5,2,5,5,4,7,4,5,7,5,7,4,3,1,5,2,3,3,3,4,1,3,3,3
21907728,HD,3,6,3,2,5,3,2,5,-2,3,1,-3,6,7,4,5,7,8,7,3,2,5,3,5,6,0,3,5,1,4,4,5,4,4,3,5,3,5,4,3,4,2,3,3,1
21957711,HA,6,6,4,3,6,6,3,5,0,0,1,-2,7,7,6,7,6,7,4,4,5,7,3,4,1,2,1,6,5,2,3,3,4,3,3,4,3,3,4,4,4,3,3,4,1
21957722,HA,3,2,9,4,5,8,6,3,-2,-6,3,1,8,5,5,3,3,8,5,1,1,4,3,6,4,7,4,6,4,4,4,5,3,3,1,1,3,3,3,2,3,3,4,3,3
21957725,HA,6,3,2,9,2,6,11,1,4,-3,-9,8,3,6,5,5,6,4,7,4,4,3,6,0,3,6,7,3,0,3,8,7,3,2,4,4,4,3,2,2,3,3,4,3,3
21967702,HA,7,0,1,9,3,11,5,1,4,-11,-4,8,7,8,6,6,5,5,4,2,5,2,4,3,6,4,5,5,3,2,4,4,5,2,4,5,4,5,3,2,5,3,4,4,3
21967703,HA,0,5,6,4,7,2,2,7,-7,3,4,-3,2,1,2,6,5,5,4,1,5,4,5,8,8,5,5,4,6,3,5,6,4,4,3,4,2,5,3,3,4,1,3,2,3
21917730,HA,9,7,3,2,6,2,3,7,3,5,0,-5,4,8,6,6,5,4,5,3,5,7,6,7,3,2,2,6,5,7,4,3,3,3,4,4,3,5,3,3,5,4,2,3,2
21927703,HA,4,6,2,6,8,5,2,4,-4,1,0,2,4,7,4,4,8,4,5,2,4,4,4,6,6,6,4,5,3,6,2,6,5,3,3,4,4,4,4,3,4,3,3,3,3
21967704,HA,1,5,5,4,9,3,1,6,-8,2,4,-2,8,4,4,2,0,6,6,2,2,8,6,5,6,2,4,7,5,2,4,7,4,3,3,2,3,5,4,3,3,2,3,3,3
21967705,HA,3,0,6,10,9,8,0,3,-6,-8,6,7,5,6,6,1,2,4,2,3,2,1,4,7,6,8,9,5,5,1,4,9,4,2,1,4,4,5,2,2,5,3,3,2,3
21927726,HA,1,3,10,3,8,4,3,4,-7,-1,7,-1,7,5,4,1,1,5,6,1,2,7,6,3,7,7,3,2,3,3,3,6,5,3,1,2,3,5,3,3,4,2,3,3,3
21967706,HA,2,5,5,4,6,4,4,4,-4,1,1,0,8,7,8,3,3,1,6,3,3,7,1,5,5,1,5,5,7,3,4,5,3,3,2,5,3,5,4,3,4,3,3,3,2
21967709,HA,4,3,4,2,6,4,2,6,-2,-1,2,-4,5,3,4,3,6,4,3,4,4,6,5,5,1,8,8,4,5,3,5,4,3,4,4,2,3,3,4,4,3,2,3,3,3
21967710,HA,1,2,7,5,10,7,2,2,-9,-5,5,3,7,5,5,4,5,2,1,2,3,6,5,8,6,7,8,1,4,2,3,6,4,3,2,2,4,5,2,3,3,3,3,3,3
21967727,HA,7,4,5,4,5,6,3,5,2,-2,2,-1,8,7,7,5,6,4,1,5,3,4,3,2,5,5,6,5,3,3,3,5,3,3,3,3,3,2,3,2,3,3,4,3,4
21967728,HA,4,1,5,6,7,5,2,4,-3,-4,3,2,6,8,6,3,3,0,3,4,2,5,7,4,5,6,7,3,4,2,5,7,4,3,2,1,4,3,2,3,2,3,4,2,4
21947704,HA,3,3,4,5,8,3,6,1,-5,0,-2,4,8,6,6,4,4,0,4,2,2,4,4,3,7,7,8,4,3,6,4,6,4,3,3,4,4,5,4,3,4,3,4,3,3
21967731,HA,5,3,3,8,4,6,5,3,1,-3,-2,5,6,8,7,3,0,5,5,2,5,3,3,4,7,3,5,4,4,2,6,8,4,2,2,3,4,5,3,2,4,3,4,4,3
21737740,Dir,10,4,6,2,4,3,4,6,6,1,2,-4,7,7,8,8,3,6,2,3,4,5,6,3,6,3,2,5,3,1,3,5,3,3,3,4,3,2,3,3,3,4,3,4,2
21737768,Dir,5,4,4,3,8,5,5,3,-3,-1,-1,0,8,3,4,7,2,6,2,6,2,7,5,4,3,5,2,7,4,5,4,4,4,3,2,5,3,5,3,3,5,2,3,3,3
21967733,HA,4,3,9,6,11,4,1,4,-7,-1,8,2,4,5,4,2,3,2,4,5,2,6,8,9,5,7,3,5,6,1,3,6,4,3,1,2,3,3,2,3,3,2,3,2,3
21967736,HA,1,4,10,4,11,3,1,4,-10,1,9,0,4,3,6,3,4,5,3,3,5,5,2,7,7,5,6,3,5,5,4,5,4,4,3,3,3,3,3,4,3,3,4,3,4
21977704,HA,3,4,4,2,9,4,3,3,-6,0,1,-1,6,6,5,7,3,1,8,5,4,7,3,8,3,3,1,5,4,2,3,6,5,3,4,4,4,5,3,4,5,3,3,3,2
21977705,HA,7,2,2,7,7,5,3,6,0,-3,-1,1,7,5,4,3,6,0,3,4,4,7,5,5,4,8,8,5,3,2,1,6,3,2,2,2,4,4,3,3,3,2,3,3,3
21977727,HA,3,0,2,7,6,6,3,3,-3,-6,-1,4,7,5,3,6,5,1,4,2,3,3,2,5,8,4,7,3,5,4,5,8,3,2,3,3,4,2,3,2,3,2,4,3,4
21977728,HA,6,6,2,3,5,5,4,5,1,1,-2,-2,4,7,6,5,6,4,5,4,2,7,6,3,5,5,2,7,1,6,1,4,2,3,3,3,3,4,4,4,3,3,3,3,2
21767760,HD,5,6,5,2,5,4,4,4,0,2,1,-2,6,4,3,7,7,6,2,4,2,6,6,4,3,5,5,6,3,4,1,6,3,4,3,2,2,2,4,4,2,2,4,3,3
21977730,HA,6,4,6,4,6,4,2,3,0,0,4,1,6,3,7,6,7,2,3,7,2,3,2,4,6,6,5,6,4,3,3,5,3,4,4,3,4,3,4,3,3,3,4,3,3
21977731,HA,5,5,4,3,5,3,8,5,0,2,-4,-2,8,8,5,6,5,7,3,5,3,6,8,4,5,1,2,2,2,4,5,1,3,2,3,3,3,4,4,4,3,2,3,3,1
21977732,HA,5,5,3,6,3,4,6,7,2,1,-3,-1,7,4,2,7,6,3,1,4,5,8,3,6,1,5,9,7,3,2,4,3,3,3,3,4,3,4,4,3,4,2,3,3,2
21977733,HA,3,3,4,4,8,7,1,2,-5,-4,3,2,7,9,4,1,4,4,1,7,3,3,4,7,4,7,5,4,4,4,2,6,3,3,2,3,3,4,2,3,4,2,3,2,4
21977734,HA,4,8,3,0,8,3,0,5,-4,5,3,-5,5,4,5,6,5,3,5,4,2,7,4,5,7,1,3,8,5,5,2,4,3,3,3,2,3,5,4,3,4,2,2,2,1
21977737,HA,2,2,3,9,4,7,4,2,-2,-5,-1,7,6,5,4,1,2,8,5,2,3,2,3,8,7,7,1,4,7,5,3,7,4,2,1,3,4,4,2,2,4,2,3,3,3
21987706,HA,5,3,4,6,5,9,4,1,0,-6,0,5,8,3,4,2,6,7,6,3,3,2,2,3,8,5,3,5,6,4,6,4,4,3,2,2,4,4,2,2,3,2,3,3,4
21987707,HA,5,1,5,5,7,5,3,5,-2,-4,2,0,6,8,6,6,4,3,3,1,2,1,6,7,9,4,3,5,7,2,2,5,3,3,2,2,3,1,3,2,1,3,3,2,3
21987732,HA,4,6,5,2,2,5,6,6,2,1,-1,-4,7,6,7,0,3,3,4,4,4,7,3,5,9,1,5,7,6,5,2,2,4,3,2,4,3,4,4,4,4,3,4,3,2
21987733,HA,4,2,4,6,2,8,5,5,2,-6,-1,1,6,8,7,2,0,5,5,3,2,6,5,6,3,5,4,5,4,3,6,5,4,2,2,4,4,4,3,3,3,3,4,4,3
21777701,Dir,5,5,2,6,9,4,3,2,-4,1,-1,4,7,8,6,3,2,5,2,6,3,4,4,2,8,3,3,7,3,3,4,7,4,3,3,5,4,5,3,3,5,3,4,3,3
21807703,HA,5,2,4,6,4,5,7,4,1,-3,-3,2,6,5,9,8,6,3,3,3,3,2,4,4,4,6,7,4,4,1,3,5,2,2,3,4,4,3,3,2,3,3,4,4,3
21987734,HA,6,0,2,7,6,9,3,2,0,-9,-1,5,7,4,6,4,2,1,3,2,3,5,5,7,6,9,8,2,3,3,4,6,4,3,2,3,4,5,2,2,4,3,3,3,3
21997701,HA,0,0,6,8,13,7,0,1,-13,-7,6,7,6,4,5,1,1,2,5,2,4,3,3,7,6,7,9,5,6,3,3,8,4,2,1,4,4,5,2,3,4,2,3,2,3
21997710,HA,1,3,8,5,11,4,2,2,-10,-1,6,3,2,5,6,0,0,7,7,3,7,5,4,5,3,4,5,6,6,3,5,7,4,3,1,3,3,4,4,3,3,3,4,3,3
21997711,HA,4,4,6,6,9,5,3,2,-5,-1,3,4,5,3,5,4,6,2,1,3,1,7,1,6,8,5,6,5,6,4,5,7,3,3,2,1,3,5,2,3,4,2,4,2,4
21777708,HA,3,2,6,8,5,3,6,5,-2,-1,0,3,8,6,6,2,4,4,3,5,4,6,3,3,5,5,8,5,1,3,4,5,3,3,2,2,4,3,2,3,2,3,4,3,4
21777729,HA,5,2,0,7,6,4,5,3,-1,-2,-5,4,9,9,6,1,4,3,4,4,3,7,3,3,4,7,2,6,4,4,2,5,3,3,2,2,4,2,2,2,2,2,3,3,3
21777734,HA,6,1,5,6,6,7,3,2,0,-6,2,4,6,6,5,5,4,6,5,3,2,7,5,6,1,5,6,4,1,5,5,3,1,2,2,2,4,1,3,3,1,3,4,3,4
21797742,HA,5,3,8,2,6,4,3,6,-1,-1,5,-4,7,4,5,4,6,3,6,3,3,7,3,6,5,6,6,4,1,3,2,6,2,3,2,1,3,1,3,3,1,2,4,2,3
21807758,HA,4,2,7,3,9,3,2,5,-5,-1,5,-2,7,5,6,2,1,3,5,0,4,6,8,5,7,8,5,2,4,3,2,7,2,3,1,3,4,3,3,3,3,3,4,3,3
21807764,HA,5,4,7,2,8,5,3,3,-3,-1,4,-1,8,7,6,3,4,3,1,6,0,9,7,5,4,4,2,3,6,3,4,5,3,3,1,2,3,3,3,2,3,3,3,3,3
21707709,HA,6,5,5,4,7,2,3,6,-1,3,2,-2,5,6,6,5,3,1,5,2,3,6,5,6,6,6,5,3,3,6,3,5,3,3,4,1,4,3,4,4,2,4,4,3,3
21707725,HA,2,4,8,4,6,4,5,3,-4,0,3,1,7,4,3,4,3,2,2,3,5,7,2,7,6,7,5,2,5,4,6,6,2,3,2,1,3,2,3,4,2,2,3,3,3
21717733,HA,2,3,9,2,7,5,4,4,-5,-2,5,-2,2,4,3,3,3,3,4,6,4,7,3,7,6,3,6,4,3,6,4,9,2,3,1,2,3,2,3,3,2,2,3,2,3
21717744,HA,6,2,2,4,6,6,3,3,0,-4,-1,1,7,5,5,6,5,5,2,3,0,3,3,6,3,5,7,5,6,3,5,6,3,2,3,2,4,2,3,2,2,3,4,3,4
21737711,HA,5,5,6,3,9,6,4,3,-4,-1,2,0,5,9,7,3,4,5,1,3,2,5,3,7,3,7,4,4,5,4,3,6,2,4,2,2,2,1,3,3,2,2,3,2,2
21737731,HA,3,4,8,2,10,5,2,4,-7,-1,6,-2,8,5,6,2,4,3,2,6,1,6,5,3,3,7,7,1,4,6,6,5,2,3,1,2,3,2,3,3,2,3,4,3,3
21737745,HA,1,3,6,4,7,2,4,3,-6,1,2,1,5,6,4,2,3,3,3,5,2,5,6,8,1,5,8,2,7,2,6,7,2,3,2,1,3,3,3,3,2,3,3,3,3
21937725,HA,8,2,3,3,5,5,5,3,3,-3,-2,0,7,8,3,8,5,6,1,5,4,6,6,2,4,1,3,6,3,2,4,6,3,3,3,2,2,4,2,3,3,2,2,4,2
21747715,HA,5,3,3,6,5,5,5,2,0,-2,-2,4,8,6,5,4,6,1,4,5,4,6,6,5,3,7,7,3,2,2,0,6,2,2,2,3,4,3,3,3,3,3,4,3,4
21747725,HA,5,2,5,6,6,8,2,2,-1,-6,3,4,6,4,4,4,2,5,3,2,8,8,3,6,3,7,2,1,7,3,5,7,3,2,2,3,3,3,3,2,2,2,3,3,3
21747740,HA,4,4,4,5,7,4,2,6,-3,0,2,-1,5,6,6,6,5,2,3,6,0,6,4,4,4,5,4,5,3,3,4,9,2,3,4,2,3,2,4,3,2,3,4,3,3
21747758,HA,2,3,10,4,7,4,5,5,-5,-1,5,-1,5,6,8,2,4,3,3,4,4,6,4,6,2,8,7,3,4,4,1,6,3,3,1,2,3,2,3,3,2,3,3,2,3
21757704,HA,0,3,10,4,9,5,2,3,-9,-2,8,1,6,5,5,3,3,5,1,5,3,6,4,7,3,4,7,6,6,3,4,4,3,3,1,2,3,4,3,3,3,3,4,3,3
21757726,HA,4,4,8,0,6,8,3,3,-2,-4,5,-3,4,6,5,6,6,5,3,5,5,5,3,6,3,5,2,4,5,4,3,5,1,3,2,2,3,2,3,3,2,3,3,3,3
21757748,HA,3,3,6,4,7,5,2,5,-4,-2,4,-1,7,8,5,2,3,5,2,2,1,4,6,5,3,8,8,5,3,5,2,6,3,3,1,2,3,3,3,2,2,2,3,3,3
21677701,Dir,8,4,0,4,7,3,4,5,1,1,-4,-1,5,6,8,5,6,5,3,2,1,8,8,4,6,1,3,5,6,3,2,3,2,2,4,4,4,3,2,2,3,4,3,4,2
21767731,HA,5,1,4,7,8,8,1,4,-3,-7,3,3,8,3,4,4,7,6,7,1,1,2,4,5,5,5,6,5,6,3,5,3,2,2,2,2,4,1,3,2,1,2,4,3,4
21777749,HA,6,2,5,5,8,5,2,4,-2,-3,3,1,6,4,6,7,8,4,2,4,3,4,6,2,5,5,7,5,3,8,2,6,1,3,3,1,3,1,3,3,1,3,4,2,3
21827760,HA,2,1,10,2,6,6,1,6,-4,-5,9,-4,8,7,5,4,3,3,2,9,4,6,5,4,2,5,3,4,4,3,4,5,3,3,1,2,3,3,3,3,2,3,4,3,3
21777771,HA,8,3,3,3,6,5,6,2,2,-2,-3,1,6,5,6,8,5,3,2,2,3,4,4,5,5,5,7,5,4,5,3,4,2,2,3,1,4,3,3,2,2,3,4,4,3
21687709,HA,5,5,5,4,7,4,3,4,-2,1,2,0,8,5,6,1,2,4,2,2,2,6,6,4,4,9,8,3,4,3,5,6,2,3,1,2,3,2,4,4,2,3,3,3,2
21717750,HA,2,3,8,5,10,5,2,3,-8,-2,6,2,9,3,6,2,3,4,2,5,5,5,2,5,3,9,7,3,5,2,3,7,2,3,1,2,3,2,3,3,2,3,3,2,3
21747707,HA,0,4,6,9,8,6,2,2,-8,-2,4,7,6,5,6,3,3,1,2,5,4,6,3,5,7,8,6,5,2,2,4,7,1,3,2,2,4,1,3,3,1,3,4,3,4
21767722,HA,6,2,7,3,1,7,4,5,5,-5,3,-2,6,5,3,4,6,5,5,5,5,8,2,5,4,3,4,4,2,3,6,5,2,3,3,2,3,1,3,2,1,3,4,3,3
21777767,HA,3,3,7,5,12,3,2,2,-9,0,5,3,6,4,5,1,2,4,6,4,4,5,5,5,3,7,6,5,5,4,3,6,2,3,1,2,4,1,4,4,1,3,4,3,3
21867702,HA,2,7,4,4,9,2,2,5,-7,5,2,-1,3,6,3,2,5,3,4,6,5,9,1,5,4,1,3,4,7,6,7,8,4,3,3,3,3,4,4,3,4,3,2,3,2
21877798,HA,4,1,5,8,5,10,4,4,-1,-9,1,4,5,8,7,3,5,3,4,3,4,2,2,5,6,5,7,4,4,5,3,5,3,3,2,1,4,3,3,3,2,3,3,2,4
21807728,HA,8,7,1,3,4,1,8,8,4,6,-7,-5,8,5,3,3,9,8,6,4,2,3,1,1,4,4,6,2,2,4,4,5,2,3,4,1,3,1,3,3,2,4,4,3,3
21847714,HA,1,5,7,2,11,2,2,5,-10,3,5,-3,3,5,4,3,4,3,5,5,4,9,7,6,7,3,2,3,3,6,3,5,2,4,2,4,2,3,3,3,3,2,3,2,2
21877722,HD,8,3,3,3,4,7,6,4,4,-4,-3,-1,4,7,5,7,7,7,6,2,5,3,4,7,4,4,3,5,2,3,2,3,4,2,4,5,3,5,2,2,5,4,3,3,3
21857745,HA,12,3,1,5,2,3,7,6,10,0,-6,-1,6,6,5,9,5,7,4,2,2,3,7,6,3,4,5,3,2,8,3,4,2,2,3,2,3,2,2,3,3,4,4,4,3
21757702,HA,2,3,7,4,7,2,2,5,-5,1,5,-1,6,7,7,2,4,6,3,6,0,4,6,4,7,4,3,6,3,3,2,7,3,4,3,3,3,2,4,3,2,3,3,3,3
21727705,HA,3,2,5,7,8,7,1,0,-5,-5,4,7,8,4,6,4,5,5,6,1,3,5,6,3,4,7,4,7,5,7,4,6,2,3,2,3,4,4,2,3,2,3,4,3,4
21857720,HA,7,2,8,3,7,4,2,5,0,-2,6,-2,6,2,4,9,7,7,5,2,4,3,7,4,4,3,5,6,5,3,2,2,3,3,2,3,3,3,3,3,3,2,3,3,3
21887727,HA,5,5,4,3,6,7,1,3,-1,-2,3,0,8,5,6,6,5,4,5,3,1,6,3,6,2,6,7,3,1,6,1,6,2,3,2,3,3,1,3,3,2,3,4,3,3
21697753,HA,5,3,6,6,5,9,2,2,0,-6,4,4,9,2,5,5,3,4,2,2,0,6,4,5,8,7,6,3,3,5,3,6,3,3,2,3,3,5,3,3,4,2,3,2,4
21747734,HA,5,6,5,3,6,5,2,5,-1,1,3,-2,8,7,4,7,5,7,1,6,3,6,5,2,3,2,3,5,3,6,5,6,3,4,4,2,3,2,3,4,2,2,3,3,3
21807718,HA,5,1,6,6,7,5,3,2,-2,-4,3,4,7,6,8,2,3,4,5,5,1,3,4,3,5,4,7,3,4,5,3,6,3,3,2,3,4,5,3,2,4,3,4,3,4
21827776,HA,4,7,6,2,5,7,3,4,-1,0,3,-2,6,3,4,2,7,2,3,5,2,8,3,9,5,5,8,4,4,7,2,5,2,4,4,4,3,5,3,3,5,2,3,3,3
